apn,address,base_zoning,lot_size_sqft,zip_code,original_score,calibrated_score,score_improvement,original_tier,calibrated_tier,toc_tier,toc_bonus_points,toc_station,distance_to_transit,final_use_case,investment_grade
2601073015,12101 N BELLANDO CT,RA,43618.4,91344.0,37.7,39.8,2.0999999999999943,D,D,0.0,0.0,North Hollywood,34177.0,Hold/Income Property,False
2512006040,13208 W FERNMONT ST,RS,7511.3,91342.0,32.73,30.89,-1.8399999999999963,D,D,0.0,0.0,Expo/Sepulveda,16100.0,Hold/Income Property,False
4410005007,312 N ENTRADA DR,R1,6500.2,90402.0,32.38,30.75,-1.6300000000000026,D,D,0.0,0.0,North Hollywood,47245.0,Hold/Income Property,False
2769015008,8925 N LINDLEY AVE,R1,18955.9,91325.0,37.74,36.04,-1.7000000000000028,D,D,0.0,0.0,Southwest Museum,4256.0,Hold/Income Property,False
5021032012,1745 W 41ST ST,R1,5876.2,90062.0,31.6,32.53,0.9299999999999997,D,D,,,,,Hold/Income Property,False
5063002001,2024 S DUNSMUIR AVE,RD2,6506.7,90016.0,46.38,44.76,-1.6200000000000045,D,D,0.0,0.0,Highland Park,25072.0,Hold/Income Property,False
5069001005,5772 W PICO BLVD,C4,4999.2,90019.0,48.25,54.5,6.25,D,C,0.0,0.0,Hollywood/Western,16140.0,Commercial Development,False
5404002021,1016 N BONNIE BRAE ST,R3,9064.4,90026.0,46.97,44.88,-2.0899999999999963,D,D,,,,,Multi-Family Development,False
5024012020,4131 S NORTON AVE,R1,4488.1,90008.0,29.22,28.74,-0.4800000000000004,D,D,0.0,0.0,Sierra Madre Villa,48588.0,Hold/Income Property,False
2045011012,23816 W BESSEMER ST,RS,7503.3,91367.0,32.72,30.89,-1.8299999999999983,D,D,,,,,Hold/Income Property,False
2638031006,8422 N STANSBURY AVE,R1,6126.9,91402.0,31.91,30.38,-1.5300000000000011,D,D,0.0,0.0,North Hollywood,30107.0,Hold/Income Property,False
4330006009,1250 S BEDFORD DR,R1,5593.4,90035.0,31.24,34.34,3.100000000000005,D,D,2.0,8.0,Florence,1974.0,Hold/Income Property,False
5473040027,4592 N ELLENWOOD DR,RD2,4799.9,90041.0,43.5,43.05,-0.45000000000000284,D,D,0.0,0.0,Expo/Vermont,3800.0,Hold/Income Property,False
2822009011,11767 N PORTER VALLEY DR,RE11,9422.8,91326.0,33.27,31.12,-2.150000000000002,D,D,,,,,Hold/Income Property,False
2107019093,20223 W BLYTHE ST,R1,6349.7,91306.0,32.19,30.6,-1.5899999999999963,D,D,0.0,0.0,Long Beach,24272.0,Hold/Income Property,False
4214019003,11860 W PARK AVE,R1V2,7362.9,90066.0,33.3,31.49,-1.8099999999999987,D,D,0.0,0.0,Expo/Bundy,16486.0,Hold/Income Property,False
4404011006,308 S KENTER AVE,R1,5755.0,90049.0,31.44,30.0,-1.4400000000000013,D,D,,,,,Hold/Income Property,False
5419006003,1554 N LEMOYNE ST,R2,4799.9,90026.0,33.5,34.3,0.7999999999999972,D,D,,,,,Hold/Income Property,False
2601065009,11838 N WOOD RANCH ROAD,RA,48742.6,91344.0,37.7,39.8,2.0999999999999943,D,D,0.0,0.0,Sierra Madre Villa,34590.0,Hold/Income Property,False
7446005007,1346 W AMAR ST,R1,4800.5,90732.0,30.0,29.05,-0.9499999999999993,D,D,0.0,0.0,North Hollywood,39370.0,Hold/Income Property,False
6039004016,451 W 93RD ST,R1,5360.3,90003.0,30.95,29.61,-1.3399999999999999,D,D,,,,,Hold/Income Property,False
7411007035,25823 S SENATOR AVE,C2,7950.9,90710.0,51.29,54.63,3.3400000000000034,C,C,0.0,0.0,Expo/Sepulveda,8272.0,Commercial Development,False
7470005026,1248 W 26TH PL,R1,11258.4,90731.0,35.81,33.75,-2.0600000000000023,D,D,0.0,0.0,Firestone,9103.0,Hold/Income Property,False
2283020010,4362 N FIRMAMENT AVE,R1,11122.7,91403.0,35.78,33.7,-2.0799999999999983,D,D,,,,,Hold/Income Property,False
5059016026,2528 S 8TH AVE,R1,8466.3,90018.0,34.22,32.23,-1.990000000000002,D,D,,,,,Hold/Income Property,False
2315006017,7720 N BONNER AVE,R1,6750.8,91352.0,32.69,31.0,-1.6899999999999977,D,D,0.0,0.0,Sierra Madre Villa,42442.0,Hold/Income Property,False
5438018018,2718 W LOCKSLEY PL,RD2,5418.8,90039.0,45.02,43.67,-1.3500000000000014,D,D,,,,,Hold/Income Property,False
2770006029,9012 N AMIGO AVE,R1,6015.7,91324.0,31.77,30.27,-1.5,D,D,,,,,Hold/Income Property,False
5492037005,221 S AVENUE 66,RD2,4920.3,90042.0,42.8,40.67,-2.1299999999999955,D,D,0.0,0.0,Sierra Madre Villa,34892.0,Hold/Income Property,False
2556005058,10732 N MCVINE AVE,R1,4030.6,91040.0,28.08,28.28,0.20000000000000284,D,D,0.0,0.0,Highland Park,30071.0,Hold/Income Property,False
5406028010,900 1-10 W COLLEGE ST,LM2,6808.2,90012.0,30.51,31.81,1.2999999999999972,D,D,,,,,Hold/Income Property,False
5535023017,924 N OXFORD AVE,RD1.5,8598.8,90029.0,45.53,42.82,-2.710000000000001,D,D,0.0,0.0,North Hollywood,29796.0,Hold/Income Property,False
5051015027,,R3,432.5,,31.97,34.43,2.460000000000001,D,D,,,,,Multi-Family Development,False
4404019007,200 S BUNDY DR,R1,5915.8,90049.0,31.64,30.17,-1.4699999999999989,D,D,0.0,0.0,Sierra Madre Villa,44401.0,Hold/Income Property,False
5180021014,148 S SAVANNAH ST,R2,2000.0,90033.0,25.83,29.0,3.1700000000000017,D,D,0.0,0.0,North Hollywood,47431.0,Hold/Income Property,False
2381025010,3123 N DONA ELENA PL,RE15,9137.8,91604.0,33.03,30.93,-2.1000000000000014,D,D,0.0,0.0,Highland Park,25877.0,Hold/Income Property,False
5059005029,4238 W 25TH ST,RD2,2500.0,90018.0,38.17,43.35,5.18,D,D,,,,,Hold/Income Property,False
2146008256,22001 W BURBANK BLVD,(WC)OPANGA,26168.9,91367.0,38.75,39.08,0.3299999999999983,D,D,,,,,Hold/Income Property,False
4240007016,226 S 4TH AVE,RD1.5,4171.8,90291.0,39.63,38.92,-0.7100000000000009,D,D,0.0,0.0,Sierra Madre Villa,35841.0,Hold/Income Property,False
6042019018,810 E 88TH ST,R2,5159.4,90002.0,34.2,34.66,0.45999999999999375,D,D,0.0,0.0,Expo/Vermont,3396.0,Hold/Income Property,False
2779034006,8423 N REMMET AVE,RS,7502.1,91304.0,32.72,30.88,-1.8399999999999999,D,D,,,,,Hold/Income Property,False
7423028037,1042 N HYATT AVE,R1,4694.3,90744.0,29.74,28.94,-0.7999999999999972,D,D,,,,,Hold/Income Property,False
5053017021,2937 S LA SALLE AVE,R1R3,3750.7,90018.0,27.38,28.0,0.620000000000001,D,D,,,,,Hold/Income Property,False
2715033022,11240 N CHIMINEAS AVE,RE11,11295.9,91326.0,34.07,32.02,-2.049999999999997,D,D,,,,,Hold/Income Property,False
2639034008,8931 N COSTELLO AVE,R1,9896.2,91402.0,35.41,33.18,-2.229999999999997,D,D,,,,,Hold/Income Property,False
2701041010,20116 W VIA MEDICI,RE11,18415.3,91326.0,35.85,34.18,-1.6700000000000017,D,D,0.0,0.0,Expo/Western,3720.0,Hold/Income Property,False
2286010022,3676 N SAPPHIRE DR,RE15,26990.0,91436.0,38.75,35.63,-3.1199999999999974,D,D,0.0,0.0,Firestone,16608.0,Hold/Income Property,False
2175001003,5101 N VANALDEN AVE,RA,22044.1,91356.0,37.7,34.21,-3.490000000000002,D,D,,,,,Hold/Income Property,False
5003005013,1746 W 51ST PL,R2,5460.3,90062.0,34.58,34.96,0.38000000000000256,D,D,,,,,Hold/Income Property,False
2364009023,12455 W SARAH ST,R1,8734.6,91604.0,34.45,32.41,-2.0400000000000063,D,D,,,,,Hold/Income Property,False
4221014020,12124 W HAVELOCK AVE,R1,5320.5,90230.0,30.9,29.57,-1.3299999999999983,D,D,,,,,Hold/Income Property,False
2784021002,19246 W NAPA ST,RS,7865.0,91324.0,33.02,31.13,-1.8900000000000041,D,D,0.0,0.0,,,Hold/Income Property,False
4332021011,1036 1-5 S BEDFORD ST,R3,5911.2,90035.0,43.39,41.41,-1.980000000000004,D,D,,,,,Multi-Family Development,False
6048025013,,R2,3326.3,,29.82,32.83,3.009999999999998,D,D,,,,,Hold/Income Property,False
5068024010,1637 S ORANGE GROVE AVE,R1R3,6377.0,90019.0,32.22,30.63,-1.5899999999999999,D,D,,,,,Hold/Income Property,False
5419027013,1312 N LAVETA TER,R3,1654.4,90026.0,35.01,37.15,2.1400000000000006,D,D,,,,,Multi-Family Development,False
5072036012,1412 S 3RD AVE,RD1.5,5080.0,90019.0,41.8,39.83,-1.9699999999999989,D,D,,,,,Hold/Income Property,False
2718003011,11113 N BECKFORD AVE,RS,7655.1,91326.0,32.85,30.99,-1.860000000000003,D,D,0.0,0.0,,,Hold/Income Property,False
2024019024,22753 W GAULT ST,RS,7707.2,91307.0,32.89,31.02,-1.870000000000001,D,D,0.0,0.0,North Hollywood,27807.0,Hold/Income Property,False
2032025010,6460 N ELLENVIEW AVE,RE11,11695.7,91307.0,34.17,32.18,-1.990000000000002,D,D,,,,,Hold/Income Property,False
4309005022,2348 S BEVERWIL DR,R1V2,5312.0,90034.0,30.39,28.56,-1.8300000000000018,D,D,0.0,0.0,Expo/La Cienega,7936.0,Hold/Income Property,False
5043016016,5337 W BLACKWELDER ST,RD1.5,4800.1,90016.0,41.2,39.55,-1.6500000000000057,D,D,,,,,Hold/Income Property,False
5312021057,751 E MILFORD ST,R1,4557.3,90042.0,28.89,27.81,-1.0800000000000018,D,D,0.0,0.0,Hollywood/Highland,10339.0,Hold/Income Property,False
6070016002,11406 S CENTRAL AVE,C2,2648.8,90059.0,42.41,49.65,7.240000000000002,D,D,0.0,0.0,Expo/Crenshaw,4152.0,Commercial Development,False
4112032006,8232 S WESTLAWN AVE,R1V2,9745.3,90045.0,35.29,33.08,-2.210000000000001,D,D,0.0,0.0,Firestone,7547.0,Hold/Income Property,False
5302033003,3936 N MONTEREY ROAD,R1,7879.2,90032.0,33.73,31.84,-1.889999999999997,D,D,0.0,0.0,Expo/Bundy,17677.0,Hold/Income Property,False
2362018064,12813 W MILBANK ST,R1,5750.7,91604.0,31.44,30.0,-1.4400000000000013,D,D,,,,,Hold/Income Property,False
5457019016,2737 W MOSS AVE,R1,7499.9,90065.0,33.42,31.58,-1.8400000000000034,D,D,0.0,0.0,North Hollywood,21603.0,Hold/Income Property,False
7451026016,670 W 5TH ST,RD1.5,5000.6,90731.0,41.7,39.75,-1.9500000000000028,D,D,0.0,0.0,7th St/Metro Center,2796.0,Hold/Income Property,False
2688028048,8821 N MCLENNAN AVE,RS,8202.0,91343.0,33.3,31.35,-1.9499999999999957,D,D,0.0,0.0,Highland Park,28599.0,Hold/Income Property,False
4247008025,12819 W STANWOOD DR,R1V2,5500.1,90066.0,31.13,29.75,-1.379999999999999,D,D,0.0,0.0,Sierra Madre Villa,43760.0,Hold/Income Property,False
5570018016,7990 W MULHOLLAND DR,RE15,13858.9,90046.0,34.71,33.04,-1.6700000000000017,D,D,0.0,0.0,North Hollywood,40644.0,Hold/Income Property,False
2608022010,12422 N EL ORO WAY,RS,10686.4,91344.0,34.97,32.82,-2.1499999999999986,D,D,0.0,0.0,Southwest Museum,6022.0,Hold/Income Property,False
5128008018,412 E 28TH ST,RD1.5,4092.1,90011.0,39.43,38.84,-0.5899999999999963,D,D,0.0,0.0,Hollywood/Western,11254.0,Hold/Income Property,False
2409003036,10833 W WHITE ST,R3,8751.7,91352.0,46.71,44.67,-2.039999999999999,D,D,0.0,0.0,Southwest Museum,6973.0,Multi-Family Development,False
2239022012,13830 W BESSEMER ST,RD2,6784.0,91401.0,46.73,45.03,-1.6999999999999957,D,D,0.0,0.0,Expo/La Brea,10831.0,Hold/Income Property,False
2701032016,19808 W SIERRA MEADOWS LANE,RD6,4861.5,91326.0,31.2,31.91,0.7100000000000009,D,D,,,,,Hold/Income Property,False
5442004001,2135 W SAN FERNANDO ROAD,MR1,14399.0,90065.0,47.8,47.96,0.1600000000000037,D,D,,,,,Hold/Income Property,False
5035018020,1743 W 39TH PL,R2,5412.1,90062.0,34.52,34.91,0.38999999999999346,D,D,0.0,0.0,North Hollywood,38747.0,Hold/Income Property,False
5430018014,3924 W CLAYTON AVE,R1,3667.8,90027.0,26.67,26.92,0.25,D,D,,,,,Hold/Income Property,False
2543006024,10222 W MCBROOM ST,RA,18288.3,91040.0,34.77,33.46,-1.3100000000000023,D,D,,,,,Hold/Income Property,False
5042009002,2110 W 37TH PL,R1,2000.1,90018.0,23.83,29.85,6.020000000000003,D,D,,,,,Hold/Income Property,False
5002029005,1120 W 51ST PL,R2,4880.2,90037.0,33.7,38.88,5.18,D,D,,,,,Hold/Income Property,False
7442020011,834 W BARHUGH PL,R1,5100.7,90731.0,30.63,29.35,-1.2799999999999976,D,D,,,,,Hold/Income Property,False
5473039002,,RD2,2006.3,,37.84,40.26,2.4199999999999946,D,D,,,,,Hold/Income Property,False
7411018022,26231 S BELLE PORTE AVE,R1,7441.7,90710.0,33.37,31.54,-1.8299999999999983,D,D,0.0,0.0,North Hollywood,33057.0,Hold/Income Property,False
2171016065,,R1,50.6,,19.08,21.8,2.7200000000000024,D,D,,,,,Hold/Income Property,False
5040007026,1259 1/2 W 36TH PL,RD1.5,3375.9,90007.0,36.14,37.13,0.990000000000002,D,D,,,,,Hold/Income Property,False
4286011014,924 1-3 S ELECTRIC AVE,RD1.5,4535.4,90291.0,40.54,39.29,-1.25,D,D,,,,,Hold/Income Property,False
2762035001,19119 1-34 W NORDHOFF ST,R3,46360.2,91324.0,52.25,54.0,1.75,C,C,,,,,Large Multi-Family Development,False
4358014015,1161 N HILARY LANE,RE15,13114.4,90210.0,33.03,32.75,-0.28000000000000114,D,D,0.0,0.0,Wilshire/Normandie,7244.0,Hold/Income Property,False
5128004042,219 1/2 E 30TH ST,RD1.5,6156.9,90011.0,41.65,38.41,-3.240000000000002,D,D,0.0,0.0,Expo/La Cienega,8706.0,Hold/Income Property,False
2181016014,5002 N NESTLE AVE,R1,6073.2,91356.0,31.84,30.32,-1.5199999999999996,D,D,0.0,0.0,Long Beach,26634.0,Hold/Income Property,False
2153028004,6055 N SHIRLEY AVE,RA,23397.9,91356.0,37.7,34.48,-3.220000000000006,D,D,,,,,Hold/Income Property,False
2745003010,22156 W ROMAR ST,R1,9060.6,91311.0,34.72,32.62,-2.1000000000000014,D,D,,,,,Hold/Income Property,False
2184049012,3800 N ALONZO AVE,RA,17501.1,91316.0,34.58,33.3,-1.2800000000000011,D,D,,,,,Hold/Income Property,False
2676022001,9226 N HAYVENHURST AVE,RS,6830.6,91343.0,32.09,30.38,-1.7100000000000044,D,D,0.0,0.0,North Hollywood,51938.0,Hold/Income Property,False
7414018013,1206 W CHANDLER ST,R1,7007.2,90744.0,33.01,31.25,-1.759999999999998,D,D,0.0,0.0,Firestone,14167.0,Hold/Income Property,False
6052016014,9901 S SAN PEDRO ST,RD2,1750.2,90003.0,37.42,40.0,2.5799999999999983,D,D,0.0,0.0,,,Hold/Income Property,False
4358014024,1106 N MAYBROOK DR,RE15,11168.9,90210.0,34.04,31.97,-2.0700000000000003,D,D,0.0,0.0,North Hollywood,24640.0,Hold/Income Property,False
5486006021,6005 E DELPHI ST,R1,4282.9,90042.0,28.71,30.93,2.219999999999999,D,D,,,,,Hold/Income Property,False
5420029006,1728 N ASHMORE PL,RD3,3664.9,90026.0,42.91,45.41,2.5,D,D,,,,,Hold/Income Property,False
4305018013,8854 W HORNER ST,R1V2,6568.2,90035.0,32.46,35.32,2.8599999999999994,D,D,2.0,8.0,Heritage Square,2236.0,Hold/Income Property,False
2107021058,7707 N COMANCHE AVE,R1,5224.8,91306.0,30.78,29.47,-1.3100000000000023,D,D,0.0,0.0,North Hollywood,52207.0,Hold/Income Property,False
6037017016,8817 S NORMANDIE AVE,RD1.5,4500.1,90044.0,40.45,39.25,-1.2000000000000028,D,D,0.0,0.0,Highland Park,4188.0,Hold/Income Property,False
5101033013,5300 S BROADWAY,C2,5748.0,90037.0,48.93,52.75,3.8200000000000003,D,C,0.0,0.0,Westlake/MacArthur Park,11585.0,Commercial Development,False
5439029016,2301 N SILVER LAKE DR,R1,5190.1,90039.0,30.74,29.44,-1.2999999999999972,D,D,,,,,Hold/Income Property,False
4252031030,3659 S OVERLAND AVE,R4,5755.2,90034.0,47.44,46.76,-0.6799999999999997,D,D,0.0,0.0,North Hollywood,40132.0,Multi-Family Development,False
2258012008,17129 W VENTURA BLVD,P,16853.9,91316.0,35.46,37.37,1.9099999999999966,D,D,0.0,0.0,North Hollywood,38291.0,Hold/Income Property,False
4247028002,12425 W PRESTON WAY,R1V2,5750.1,90066.0,31.44,30.0,-1.4400000000000013,D,D,0.0,0.0,North Hollywood,29693.0,Hold/Income Property,False
2408014019,8430 N LEHIGH AVE,R1,6322.2,91352.0,32.15,30.57,-1.5799999999999983,D,D,,,,,Hold/Income Property,False
2184036010,4411 N MEDLEY PL,RA,19696.6,91316.0,35.12,33.74,-1.3799999999999955,D,D,0.0,0.0,Highland Park,28562.0,Hold/Income Property,False
5305022012,3165 N PYRITES ST,R1,4148.2,90032.0,28.37,28.4,0.029999999999997584,D,D,0.0,0.0,Sierra Madre Villa,40764.0,Hold/Income Property,False
4431005016,17137 W AVENIDA DE SANTA YNEZ,R1,14558.0,90272.0,36.64,36.57,-0.07000000000000028,D,D,,,,,Hold/Income Property,False
5179020027,308 N LORENA ST,RD1.5,9232.9,90063.0,46.06,43.24,-2.8200000000000003,D,D,,,,,Hold/Income Property,False
4307014014,1919 S ROXBURY DR,R1V2,11642.1,90035.0,35.91,35.41,-0.5,D,D,,,,,Hold/Income Property,False
7420003025,1307 N LAGOON AVE,R1,5547.9,90744.0,31.18,29.8,-1.379999999999999,D,D,,,,,Hold/Income Property,False
2701040041,19767 W RINALDI ST,C2,17031.1,91326.0,54.76,58.41,3.6499999999999986,C,C,,,,,Commercial Development,False
2033021003,24331 W CALVERT ST,RS,8040.5,91367.0,33.17,31.24,-1.9300000000000033,D,D,,,,,Hold/Income Property,False
5188023039,,R2,1292.3,,25.65,29.79,4.140000000000001,D,D,0.0,0.0,Firestone,19676.0,Hold/Income Property,False
7422015029,1522 N LAKME AVE,R1,5410.8,90744.0,31.01,29.66,-1.3500000000000014,D,D,0.0,0.0,Sierra Madre Villa,35625.0,Hold/Income Property,False
4251026021,3431 S MILITARY AVE,R1,5414.5,90034.0,30.52,33.16,2.639999999999997,D,D,2.0,8.0,Indiana,1808.0,Hold/Income Property,False
5108020013,4817 S WADSWORTH AVE,R2,1400.1,90011.0,24.83,28.4,3.5700000000000003,D,D,,,,,Hold/Income Property,False
5452004001,,RE20,2333.0,,22.64,24.83,2.1899999999999977,D,D,0.0,0.0,Firestone,6051.0,Hold/Income Property,False
7455005026,,C2,500.1,,37.33,45.0,7.670000000000002,D,D,0.0,0.0,North Hollywood,53357.0,Commercial Development,False
5190007006,1111 S EVERGREEN AVE,R2,4911.7,90023.0,33.78,34.41,0.6299999999999955,D,D,0.0,0.0,Sierra Madre Villa,47218.0,Hold/Income Property,False
2582030022,13954 N SADDLE RIDGE ROAD,R1,6904.6,91342.0,32.88,31.15,-1.730000000000004,D,D,0.0,0.0,Sierra Madre Villa,38541.0,Hold/Income Property,False
4240007031,233 S 5TH AVE,RD2,4130.4,90291.0,42.33,42.38,0.05000000000000426,D,D,0.0,0.0,Farmdale,7637.0,Hold/Income Property,False
2101013011,8060 N ZELZAH AVE,R1,5999.5,91335.0,31.75,30.25,-1.5,D,D,,,,,Hold/Income Property,False
2623020021,13091 W KELOWNA ST,R1,5998.7,91331.0,31.75,30.25,-1.5,D,D,,,,,Hold/Income Property,False
5689024010,1550 W GLEN AYLSA AVE,R1,6572.6,90041.0,32.47,30.82,-1.6499999999999986,D,D,,,,,Hold/Income Property,False
5070008019,1292 S MEADOWBROOK AVE,R2,6407.2,90019.0,35.76,35.91,0.14999999999999858,D,D,0.0,0.0,Expo/Bundy,18836.0,Hold/Income Property,False
4228008024,,R1,7229.2,,33.19,31.4,-1.7899999999999991,D,D,0.0,0.0,Firestone,16969.0,Hold/Income Property,False
2783001013,8357 N TAMPA AVE,RA,5757.0,91324.0,28.65,27.56,-1.0899999999999999,D,D,0.0,0.0,North Hollywood,36827.0,Hold/Income Property,False
5006026045,2710 1/2 W 54TH ST,C2,2375.0,90043.0,41.46,55.88,14.420000000000002,D,C,4.0,15.0,Expo Park/USC,747.0,Commercial Development,False
5033020005,4000 S OLMSTED AVE,R1,6123.0,90008.0,31.9,30.37,-1.5299999999999976,D,D,0.0,0.0,Expo/La Brea,10028.0,Hold/Income Property,False
4306019009,1701 S BAGLEY AVE,R1V2,7634.4,90035.0,33.53,31.67,-1.8599999999999994,D,D,,,,,Hold/Income Property,False
2416019015,5538 N CARTWRIGHT AVE,R1,6138.4,91601.0,31.92,30.39,-1.5300000000000011,D,D,,,,,Hold/Income Property,False
